mid,user_name,type,link,content
4820433113450794,我是二姐夫,pro-jingyao,https://weibo.com/1909367514/M8zyDetHY?refer_flag=1001030103_,"【刘强东案和解背后的细节：是误会还是分歧？】
对于刘强东案和解协议的中文翻译，我认为不论是中国新闻周刊还是极目新闻，使用与英文原文含义有相当差异的中文翻译是非常不负责任的。首先，resulted in a misunderstanding翻译成 ”偶然事件所造成的误会“，粗看起来合乎逻辑，但深究是有问题的。对于 misunderstanding是不能简单翻译成”误会“一词的。根据在线法律词典Nolo的词条说明，misunderstanding更类似于合同双方的理解错误。该理解错误最终导致无法达成一致意见。词条并举例说明，婚姻期间配偶之间的理解错误可以作为取消婚姻的理由。 例如，如果配偶一方想要孩子而另一方不想，那么这就是misunderstanding。虽然刘静尧和刘强东并不是配偶，但在发生性关系这点上可以作为类比。我的理解是，刘强东认为对方同意发生性关系，但刘静尧并未同意，这就是misunderstanding。这和中文语境中的”误会“有很大不同。接下来的这一句”双方决定消除误会，达成和解“就翻译得近乎于无耻了。“the parties agreed to set aside their differences and settle their legal dispute…” set aside指的是”搁置“，differences就是分歧。连起来就是搁置分歧，不再诉诸法律程序。这里根本没有消除误会的意思。至于中文翻译加上了”为这次事件画上句号”这个声明中根本不存在的陈述， 完全是画蛇添足。达成法律意义上的和解协议，只是平息法律纠纷的第一步。后面双方如何完成和解协议中的承诺，乃至继续遵守保密协议(NDA)，这都是事件的一部分。可以说，只是目前这次的诉讼告一段落。一旦双方有违反和解协议的行为，随时会有新的诉讼产生。"
4820145455760758,股市战将妖哥,pro-qiangdong,https://weibo.com/1908364672/M8s4FoaDs?refer_flag=1001030103_,【刘强东告诫企业家：别赚了钱，人却进牢里了，老婆孩子跟别人过了】3月10日，全国政协十三届一次会议记者会上，刘强东提出对年轻创业者建议：千万不要企业成功了，因为违法犯罪进牢里去了，老婆孩子带着钱跟别人过去了。他还回忆创业时，为了保证最优质的服务，晚上每2个小时爬起来一次，回答客户的问题。
4820116162219005,法职_庞九林律师,pro-qiangdong,https://weibo.com/3059104773/M8rjq9jgp?refer_flag=1001030103_,#刘强东向章泽天致歉#章泽天：“人生总有风雨，但时间永远向前。”章泽天是最精明的女人，知道自己要的是什么，知道如何维护自己的先生，自己的家庭，自己的孩子。#刘强东明州案以和解告终# #刘强东明州事件双方以和解终结# 刘强东律师发来的刘强东致歉声明原文：“纠葛四年的事情，今天终于结束了！再次对被这件事困扰的所有人尤其是我的妻子表示歉意。在这里，我要特别感谢妻子的宽容、支持和陪伴！没有她，我无法坚持到今天！时间永远向前，我希望我的生活和工作能够尽快恢复正常。我们也即将迎来新的小生命， 我会更加珍惜、守护好这个家庭。祝福所有人明天会更好！”章泽天随后也发文回应：“人生总有风雨，但时间永远向前。”
4820224350620429,营养医师王兴国,pro-qiangdong,https://weibo.com/1421067881/M8u7V2BoV?refer_flag=1001030103_,刘婧尧女士完成了一次对富豪的完美猎杀[赞]整个事件的进展看起来都在她的控制下进行。
4822151193166087,我们支持jingyao,pro-jingyao,https://weibo.com/7369023995/M9ifJdhDV?refer_flag=1001030103_,一位Jingyao的支持者在看到支持Jingyao的志愿者们把“solidarity with Jingyao，米兔运动永远前进”的横幅留在了明尼苏达的校园里之后写下的话。至少在今天 我们还有没有放弃希望，“希望是个动词”。
4822118183470227,我们支持jingyao,pro-jingyao,https://weibo.com/7369023995/M9houeyLp?refer_flag=1001030103_,Jingyao的支持者把支持Jingyao和米兔永远前进的横幅留在了明尼苏达大学，以此来向学校、向明大的掌权者、向老师和学生们发出倡议：学校应该支持和保护受害者/幸存者，而不是施害者。
4784451895165509,我们支持jingyao,deleted,https://weibo.com/7369023995/LzqYJlFMF?refer_flag=1001030103_,"【庭审速报】
2022年6月24日当地时间下午一点，Jingyao诉刘强东性侵民事诉讼案在明尼阿波利斯(Minneapolis，明州首府）进行公开听证会(motion hearing)，持续四小时。Jingyao本人全程出席了庭审。许多旁听者佩戴了紫色丝带以表示对Jingyao的支持。此前，本案已经进行长达一年多的与取证相关的非公开庭审。本次庭审对公众公开了大量的视频资料、多位证人的视频及书面证词。此次听证会，律师仍是就程序性问题进行辩论，正式的陪审团审判(Trial)将在2022年9月26日或者10月3日召开。据Jingyao律师Will Florin估计，陪审团审判的过程可能会持续一个月，当事人和证人都应该会本人亲自出庭作证。本次听证会主要围绕一个动议进行：Jingyao律师提出要增设针对刘强东和京东的惩罚性赔偿(punitive damages)。明州法律规定，惩罚性赔偿需要在案件取证阶段（discovery）之后才可以单独提出申请。京东的动议则是再次申请撇清此事中作为雇主的替代性责任。然而，许多证据表明京东支付了晚宴、司机的费用，京东的国际市场营销主管组织了晚宴，而刘强东作为京东CEO的职能之一就是通过酒桌建立与商业伙伴的关系。事后采访中，Jingyao的律师还表示，今天时间不足，有更多的证据和证言将会在陪审团审判中展示，给陪审团和公众还原一个更完整的真相。"
4784450733604916,我们支持jingyao,deleted,https://weibo.com/7369023995/LzqWRf7NO?refer_flag=1001030103_,"【庭审速报】
2022年6月24日当地时间下午一点，Jingyao诉刘强东性侵民事诉讼案在明尼阿波利斯(Minneapolis，明州首府）进行公开听证会(motion hearing)，持续四小时。Jingyao本人全程出席了庭审。许多旁听者佩戴了紫色丝带以表示对Jingyao的支持。此前，本案已经进行长达一年多的与取证相关的非公开庭审。本次庭审对公众公开了大量的视频资料、多位证人的视频及书面证词。此次听证会，律师仍是就程序性问题进行辩论，正式的陪审团审判(Trial)将在2022年9月26日或者10月3日召开。据Jingyao律师Will Florin估计，陪审团审判的过程可能会持续一个月，当事人和证人都应该会本人亲自出庭作证。本次听证会主要围绕一个动议进行：Jingyao律师提出要增设针对刘强东和京东的惩罚性赔偿(punitive damages)。明州法律规定，惩罚性赔偿需要在案件取证阶段（discovery）之后才可以单独提出申请。Jingyao的律师出示了以下证据，以证明刘强东和京东在明知Jingyao从未表达同意(denied and/or withheld consent)的前提下的性侵行为，属于蓄意忽略她的权利和安全，符合惩罚性赔偿的条件。证据包括:
1.京东聘请的美国司机的证词（大意）：在车上，司机通过后视镜看到Jingyao躲在车后座的角落。司机表示，他在当司机的这几天，看到刘强东是一个非常有权力的人，每个人都对刘强东毕恭毕敬（everyone bows him）。当被问到他是否认为Jingyao在车里被性侵的时候，司机说：“我当时没有思考这方面的事情，我想到的是，这个有权力的男人下定决心要得到她（Jingyao）. ”
2.当晚聚餐的日本餐馆女服务员的证词：该女服务员表示，Jingyao被不断灌酒，满脸通红，很明显属于不适状态，于是这个女服务员主动给Jingyao送上了一杯热茶。
3.刘强东的书面证词：他承认，在晚宴和车里，Jingyao从来没有作出任何行为表示她想要和他发生性关系，他只是觉得Jingyao对他非常友好。
4.Jingyao本人回答问题的视频资料。在视频里，Jingyao口述她的经历：“(大意）我在晚宴上被灌了许多酒，我乞求Alice（刘强东助理）帮我叫车送我回家。我被送上车，刘强东开始触碰我，我不断说不、拒绝、抵抗。我在车里，我没地方可以逃，我只能躲在座位的左侧角落.......我以为我在回家的路上，却被带到了一个别墅。我乞求刘强东和Alice把我送回家，当我进入我的公寓的时候，我一直以为除了刘强东，Alice也全程跟着......我从来都没有表达过我是同意的，我不断拒绝。”
京东的动议则是再次申请撇清此事中作为雇主的替代性责任。然而，许多证据表明京东支付了晚宴、司机的费用，京东的国际市场营销主管组织了晚宴，而刘强东作为京东CEO的职能之一就是通过酒桌建立与商业伙伴的关系。刘强东的律师播放了Jingyao扶着刘强东走进她的公寓的视频，并表示：Jingyao全程都是微笑的，脚步轻快，一直抬起手示意方向，完全不像是刚刚在车里被性骚扰后的样子。
对此，Jingyao的律师之一在法庭上表示，如果仅凭一段走廊里的录像、一个微笑、一个挽手就能证明性同意，那女性权利就倒退了100年。事后采访中，Jingyao的律师还表示，今天时间不足，有更多的证据和证言将会在陪审团审判中展示，给陪审团和公众还原一个更完整的真相。"
4498579441674492,我们支持jingyao,deleted,https://weibo.com/7369023995/IFmv671BW?refer_flag=1001030103_,【案情速报】Jingyao诉刘强东案有了第一个好消息！京东于1月28日以“此事为刘强东个人行为”为由撇清公司责任，申请驳回Jingyao诉京东的动议，法庭于今日（2020年4月27日）发出指令，以刘强东与作为案件相关人员的京东员工的上下属关系、以及仍需核实该案件是否发生在刘强东公务日程地点范围内为由，驳回了京东关于撤销Jingyao诉讼的动议。目前我们已经拿到法庭指令（见图），正在全部翻译成中文，将会尽快放出，敬请期待！
4817529362975684,私享史,pro-jingyao,https://weibo.com/1711243680/M7m1acu6U?refer_flag=1001030103_,这个热搜的表达就让人生理不适[吐]俩人一起逛超市就是甲和乙，什么叫甲随乙？记者脑子里流露的还是夫唱妇随三从四德那套玩意儿。至于刘某涉嫌性侵一案，我仍然站在Jingyao一边，希望下个月美国法官和人民能做出公正的审判。
4818127860794200,七隻小怪獸,pro-jingyao,https://weibo.com/6032584361/M7BAu3kBG?refer_flag=1001030103_,"有中文媒体透露，他们前几天收到京东的付费通告要求发文章。那个中文媒体也不是特别大的媒体，可见刘强东和京东多舍得花钱做假公关。再对比刘强东此前拒绝多家正规媒体去现场视频/语音直播庭审，大家就知道刘强东不希望正式庭审的信息被负责任传播，而只想要一再转移公众视线了。以前是造谣Jingyao, 现在是拿章泽天二胎来宣传自己家庭幸福，无论如何就是不让大家去讨论案情，回到案件本身。这几天大家看到什么公号发了刘强东去哪里、家庭幸福、一定胜诉的文章，建议取关那些公号，不要转发，而且谁发就一定要指出刘强东的这种行为。"
4820111175977475,侃哥侃英语,neutral,https://weibo.com/1249091111/M8rbnp50T?refer_flag=1001030103_,"“The incident between Ms Jingyao Liu and Mr. Richard Liu in Minnesota in 2018 resulted in a misunderstanding that has consumed substantial public attention and brought profound suffering to the parties and their families. Today, the parties agreed to set aside their differences, and settle their legal dispute in order to avoid further pain and suffering caused by the lawsuit.”“2018年，Liu Jingyao女士和Richard Liu先生发生在明尼苏达州的事件，引发了一场分歧。这场误会占用了大量的公众关注，给当事人及其家庭都带来了极大的痛苦。今天，为了避免诉讼带来更多的痛苦和困扰，双方同意搁置分歧，达成和解。”"
4822151193166087,我们支持jingyao,pro-jingyao,https://weibo.com/7369023995/M9ifJdhDV?refer_flag=1001030103_,一位Jingyao的支持者在看到支持Jingyao的志愿者们把“solidarity with Jingyao，米兔运动永远前进”的横幅留在了明尼苏达的校园里之后写下的话。至少在今天 我们还有没有放弃希望，“希望是个动词”。
4820127222858882,搂着房照睡的香,pro-qiangdong,https://weibo.com/5874240306/M8rBgbZJ0?refer_flag=1001030103_,大强子就是有人格魅力！《刘强东、刘婧尧明州事件双方和解，称是误会》IT之家 10 月 2 日消息，此前的 Jingyao 诉刘强东性侵民事诉讼案迎来了新的进展。除以上声明，刘婧尧女士及其代表和律师不再发表任何评论，双方也不会出具其它的联合声明。
4820147229168627,voiceyaya,pro-jingyao,https://weibo.com/1542701343/M8s7wCtb5?refer_flag=1001030103_,对jingyao来说，也不算是失败，至少逼得刘强东妥协了一部分。这个当然不只是靠她自己，也有支持者的辛苦付出。这个案例就国内的舆论市场来说，有两个对她不利的点，国内媒体一定程度上被封锁，这有京东的公关，也有上方的意思，很难突破。在网络言论上，刘强东的形象大损是实，但简单粗暴的舆论对她也不都是好事，而且在转入国外诉讼程序后，公众热度已明显降低了。对于关注性侵议题的女权者，我以为需要认识到一点。不能把法庭胜利当成唯一的解决方案（甚至借此来站队，么有成功的案例就不支持甚至攻击起来）。从现状来看，在法庭上能取得胜利的，仍然是少数。对于多数没有胜利的案例，如何继续表达支持，这可能是需要探索的议题。
4819170842117454,Kevin在纽约,pro-qiangdong,https://weibo.com/6479869715/M82II8SQu?refer_flag=1001030103_,NYT：刘强东案民事诉讼将于下月初在美国明尼阿波利斯开庭，上周末，刘强东和他怀孕的妻子被人拍到在明尼阿波利斯的一家商店购物，他应该会出庭参与诉讼。美国法庭文件显示，原告 Liu Jingyao 在中国长大，2018年夏天，她刚刚转学到明尼苏达大学卡尔森管理学院，她指控刘强东跟她回公寓并强奸了她。刘强东否认了这些指控，坚称性行为是双方自愿的。刘强东的律师戴安·杜利特尔说：原告 Liu Jingyao 有几十个自相矛盾的重要陈述，其中之一是：“监控录像显示，Liu Jingyao毫不犹豫地按下公寓电梯里的按钮，称这与她对警方陈述自己当时醉了，看不清按钮的说法相矛盾。”美国亨内平县检察官迈克·弗里曼认为存在证据问题，拒绝以性侵罪名指控刘强东，Liu Jingyao在这次的民事诉讼中，向美国法院提出了赔偿和惩罚性损害赔偿。
4820920671141909,庚白星君,pro-qiangdong,https://weibo.com/6399245004/M8Mf14N3T?refer_flag=1001030103_,刘强东明州案又有了一点尾声。今天有个媒体根据控辩双方在美国法庭提交的证据，把女方liu jingyao的家庭背景给刨了出来。文章的标题是《起底明州案女主家庭：舅舅轻松搞定北京户口和名校》，你们感兴趣的百度搜一下就有了。我这里简单概述一下，就是女主父亲曾经在地产央企负责项目，结果被卷进中石化李荣兴贪腐案，被判过5年有期徒刑。2006年的案子，现在肯定早出狱了。然后女主的舅舅也是个高能精英，现任某大基金公司副总裁，把青岛的外甥女轻松搞定北京户口和名校入读资格。总的来说她们家很有实力，以普通老百姓的视角去看已算是很体面的中产家庭，但和东砸这样的巨富比确实还只是个小虾米。
4820412410889671,财新网,neutral,https://weibo.com/1663937380/M8z1f3Jrx?refer_flag=1001030103_,刘强东“明州事件”开庭前两天，案件双方达成和解。当地时间10月1日深夜，Jingyao Liu和刘强东律师发布共同声明称：刘强东先生和Jingyao Liu女士2018年在明尼苏达州的事件造成的误会，受到了大量社会关注，给双方和双方家庭带来了深远的困扰。今天，双方同意搁置分歧，就法律纠纷达成和解，以避免诉讼带来更多痛苦和困扰。上述声明同时表示，Jingyao Liu女士及其代表和律师不再发表任何评论，双方也不会发布其它的联合声明。